exercice,etape,depenses_recettes,ordre_reelle,section,chapitre,libelle_chapitre,sous_chapitre,libelle_sous_chapitre,article_par_nature,libelle_article_par_nature,montant
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,13,Formation sanitaire et sociale,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,51000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6251,"Voyages, déplacements et missions",30000.0
2018,BP,R,Réel,Fonctionnement,940,Impositions directes,73112,Cotisation sur la valeur ajoutée des entreprises,1,Non Ventilable,338730000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6161,Primes d'assurances multirisques,293000.0
2018,BP,D,Réel,Fonctionnement,944,Frais de fonctionnement des groupes d'élus,6218,Autre personnel extérieur,1,Non Ventilable,3100.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,617,Etudes et recherches,500796.73
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,6542,Créances éteintes,1,Non Ventilable,400000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6236,"Catalogues, imprimés et publications",21000.0
2018,BP,R,Ordre,Investissement,925,Opérations patrimoniales,21828,Autres matériels de transports M.O.,1,Non Ventilable,401000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6338,"Autres impôts, taxes et versements assimilés sur rémunérations",6000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6332,Cotisations versées au F.N.A.L.,150000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,64131,Rémunérations du personnel non titulaire,14500.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6281,Concours divers (cotisations..),2500.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,64132,Supplément familial de traitement et indemnité de résidence,5000.0
2018,BP,D,Ordre,Investissement,925,Opérations patrimoniales,2313,Constructions en cours (MO),1,Non Ventilable,3000000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,60611,Eau et assainissement,32036.7
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6184,Frais de formation,1042000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,60612,Energie - Elecricité,79948.29
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,64111,Traitement,25070800.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,6068,Autres matières et fournitures,37100.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,61551,Entretien et réparations sur matériel roulant,255080.2
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,61558,Entretien et réparations sur autres biens mobiliers,24503.06
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,61351,Locations mobilières - Matériel roulant,12900.0
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",1235002.44
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,611,Contrats de prestations de services,1645514.95
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",61165.84
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,20422,Subv° équip versées pers dt privé - Bâtiments et installations,40000.2
2018,BP,D,Réel,Investissement,908,Transports,821,Voirie nationale,204113,Subv° équip versées Etat - Projets d'infrastructures d'intérêt national,5825745.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2154,Voies navigables,744026.08
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2051,Concessions et droits similaires,0.3
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2111,Terrains nus,1000000.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2315,"Installations, matériel et outillage technique en cours",420000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,6574,Subventions de fonctionnement aux personnes de droit privé,15442700.8
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2318,Autres immobilisations corporelles en cours,5973905.65
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,6231,Annonces et insertions,50901.68
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",66.78
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,60612,Energie - Elecricité,491700.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,204132,Subv° équip versées Départements - Bâtiments et installations,17197.95
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6161,Primes d'assurances multirisques,201800.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2121,Plantations d'arbres et arbustes,8045.59
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6182,Documentation générale et technique,199850.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2128,Autres agencements et aménagements,424095.33
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6262,Frais de télécommunications,670000.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2188,Autres,4000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6281,Concours divers (cotisations..),130980.0
2018,BP,R,Réel,Fonctionnement,938,Transports,813,Transports scolaires,7068,Autres redevances et droits,6579000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,637,"Autres impôts, taxes et versements assimilés (autres organismes)",28000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6457,Cotisations sociales liées à l'apprentissage,2500.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,65734,Subventions de fonctionnement aux Communes et structures intercommunales,34000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6458,Cotisations aux autres organismes sociaux,100000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",10000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6247,Transports collectifs du personnel,438000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,678,Autres charges exceptionnelles,8960.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,204182,Subv° équip versées org publics divers - Bâtiments et installations,2445409.4
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6228,Diverses rémunérations d'intermédiaires et honoraires,10000.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,6238,"Diverses publicité, publications,relations publiques",6062.92
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,64138,Primes et autres indemnités,20000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,54,Habitat - (Logement),204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,10354.51
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,6228,Diverses rémunérations d'intermédiaires et honoraires,126133.83
2018,BP,R,Réel,Fonctionnement,941,Autres impôts et taxes,73821,Taxe d'apprentissage,1,Non Ventilable,70093000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",5229.36
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,2813278.34
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,204141,"Subv° équip versées Communes et struct interco - Biens mobiliers, matériel et études",27800.0
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,204141,"Subv° équip versées Communes et struct interco - Biens mobiliers, matériel et études",161580.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,214,Constructions sur sol d'autrui,8920.0
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,293112.98
2018,BP,D,Réel,Investissement,900,Services généraux,42,Actions européennes,20422,Subv° équip versées pers dt privé - Bâtiments et installations,6840.0
2018,BP,R,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,1311,Subventions d'équipement transférables - Etat et établissements nationaux,867000.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,7588,Autres produits divers de gestion courante,100000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,611,Contrats de prestations de services,1089382.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6419,Remboursements sur rémunérations du personnel,2500.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,6574,Subventions de fonctionnement aux personnes de droit privé,18658708.27
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804153,Amortissement des subventions d'équipement versées autres gpmts de coll et EPL - Infra intérêt national,1,Non Ventilable,2000000.0
2018,BP,D,Réel,Investissement,902,Enseignement,20,Services communs,2051,Concessions et droits similaires,250000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28041713,Amortissement des subventions d'équipement versées SNCF - Infra intérêt national,1,Non Ventilable,7000000.0
2018,BP,D,Réel,Investissement,902,Enseignement,20,Services communs,21831,Matériel informatique scolaire,5050000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804182,Amortissement des subventions d'équipement versées Ets publics divers - Bâtiments et installations,1,Non Ventilable,22000000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2033,Frais d'insertion,57324.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,280432,Amortissement des subventions d'équipement versées Ets scolaires - Bâtiments et installations,1,Non Ventilable,5000000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6332,Cotisations versées au F.N.A.L.,280000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804411,"Amort. subv équipt nature-org publics - Mobilier, matériel, études",1,Non Ventilable,10000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,64138,Primes et autres indemnités,1180000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,281311,Amortissement des bâtiments administratifs,1,Non Ventilable,460000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6188,Autres frais divers,21632.79
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,6228,Diverses rémunérations d'intermédiaires et honoraires,734496.19
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,65114,Autres remboursement stagiaires de la formation professionnelle,1991718.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,6281,Concours divers (cotisations..),32000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,65738,Subventions de fonctionnement aux organismes publics divers,6346532.65
2018,BP,D,Réel,Fonctionnement,938,Transports,813,Transports scolaires,611,Contrats de prestations de services,4338.55
2018,BP,D,Réel,Investissement,909,Action économique,95,Tourisme et thermalisme,204132,Subv° équip versées Départements - Bâtiments et installations,55000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,813,Transports scolaires,6261,Frais d'affranchissement,14293.0
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,1309000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,64138,Primes et autres indemnités,115000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,6574,Subventions de fonctionnement aux personnes de droit privé,1205178.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,61358,Locations mobilières - Autres,11800.0
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,2318,Autres immobilisations corporelles en cours,500000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,64138,Primes et autres indemnités,8000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6226,Honoraires,594.3
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6561,Participtations aux organismes de regroupement (syndicats mixtes et ententes),835141.75
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",123250.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,611,Contrats de prestations de services,71362.21
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,611,Contrats de prestations de services,400000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,61551,Entretien et réparations sur matériel roulant,52667.55
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,6281,Concours divers (cotisations..),218000.0
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,2031,Frais d'études,197862.84
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",456198.55
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,204132,Subv° équip versées Départements - Bâtiments et installations,5113425.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",65738,Subventions de fonctionnement aux organismes publics divers,1963480.87
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,204141,"Subv° équip versées Communes et struct interco - Biens mobiliers, matériel et études",786306.54
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6238,"Diverses publicité, publications,relations publiques",5017.4
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,2041711,"Subv° équip versées SNCF - Biens mobiliers, matériel et études",745700.87
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6233,Foires et expositions,2000.0
2018,BP,D,Réel,Investissement,908,Transports,815,Transports mixtes,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",200000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,6281,Concours divers (cotisations..),10000.6
2018,BP,D,Réel,Investissement,908,Transports,823,Voirie départementale,204133,Subv° équip versées Départements - Projets d'infrastructures d'intérêt national,5370000.0
2018,BP,D,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",748800.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,69066.56
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,20431,"Subv° équip versées ets scolaires - Biens mobiliers, matériel et études",5906085.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,792143.74
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,217312,Bâtiments scolaires reçus au titre d'une mise à disposition,250000.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2313,Constructions en cours,1391806.56
2018,BP,D,Réel,Investissement,902,Enseignement,223,Lycées privés,21831,Matériel informatique scolaire,320000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,813,Transports scolaires,7474,Participations des communes et structures intercommunales,2445300.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,21572,matériel technique scolaire,1023170.17
2018,BP,R,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6419,Remboursements sur rémunérations du personnel,5000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2115,Terrains bâtis,52000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,752,Revenus des immeubles,98800.0
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,12,Apprentissage,204151,"Subv° équip versées Autres gmpts coll et EPL - Biens mobiliers, matériel et études",105000.0
2018,BP,R,Réel,Investissement,908,Transports,882,Transports maritimes,1313,Subventions d'équipement transférables - Départements,433000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6552,Indemnité compensatrice forfaitaire versée aux entreprises (contrats d'apprentissage),17498000.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",1620455.33
2018,BP,D,Réel,Fonctionnement,936,gestion des fonds européens,62,FEDER,65738,Subventions de fonctionnement aux organismes publics divers,4000000.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,54,Habitat - (Logement),65734,Subventions de fonctionnement aux Communes et structures intercommunales,72320.8
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,6226,Honoraires,1,Non Ventilable,50000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",64112,NBI Supplément famillial de traitement et indemnité de résidence,12000.0
2018,BP,R,Ordre,Investissement,925,Opérations patrimoniales,238,Avances et acomptes versés sur commandes d'immobilisations corporelles - MO,1,Non Ventilable,74599000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",64132,Supplément familial de traitement et indemnité de résidence,100.0
2018,BP,R,Ordre,Investissement,925,Opérations patrimoniales,16874,Dettes envers les communes et structures intercommunales (MO),1,Non Ventilable,2000000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6332,Cotisations versées au F.N.A.L.,4000.0
2018,BP,D,Réel,Fonctionnement,945,Provisions,6817,Dotations aux provisions pour dépréciation des actifs circulants,1,Non Ventilable,1080000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",166934.93
2018,BP,D,Réel,Fonctionnement,934,Santé et action sociale,41,Santé,6238,"Diverses publicité, publications,relations publiques",3200.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,65111,Rémunération Stagiaires de la formation professionnelle,31152446.0
2018,BP,D,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,204182,Subv° équip versées org publics divers - Bâtiments et installations,2907300.87
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,611,Contrats de prestations de services,70969810.22
2018,BP,R,Réel,Investissement,902,Enseignement,222,Lycées publics,1314,Subventions d'équipement transférables - Communes et structures intercommunales,100000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6231,Annonces et insertions,99287.35
2018,BP,R,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6419,Remboursements sur rémunérations du personnel,5000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,56,Technologies de l'information et de la communication,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",2110.73
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,611,Contrats de prestations de services,3109.71
2018,BP,R,Réel,Fonctionnement,941,Autres impôts et taxes,7344,Taxe sur les certificats d'immatriculation des véhicules,1,Non Ventilable,120000000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,6231,Annonces et insertions,1666.02
2018,BP,R,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,74881,Participation des familles au titre de la restauration et de l'hébergement scolaires,8807200.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,6561,Participtations aux organismes de regroupement (syndicats mixtes et ententes),847000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,6574,Subventions de fonctionnement aux personnes de droit privé,167500.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,65738,Subventions de fonctionnement aux organismes publics divers,885000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,6238,"Diverses publicité, publications,relations publiques",1000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,6574,Subventions de fonctionnement aux personnes de droit privé,462000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",108663.53
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,65738,Subventions de fonctionnement aux organismes publics divers,259572.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",65738,Subventions de fonctionnement aux organismes publics divers,67600.0
2018,BP,D,Réel,Investissement,907,Environnement,75,Politique de l'énergie,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,187556.27
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",32,Sports,65734,Subventions de fonctionnement aux Communes et structures intercommunales,15000.0
2018,BP,D,Réel,Investissement,907,Environnement,76,Patrimoine naturel,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,191392.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",32,Sports,6518,Autres aides à la personne,60000.0
2018,BP,D,Réel,Investissement,907,Environnement,76,Patrimoine naturel,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,241000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6185,Frais de colloques et de séminaires,10000.0
2018,BP,R,Réel,Fonctionnement,937,Environnement,72,Actions en matière des déchets,74838,Autres attributions de péréquation et de compensation,444148.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,617,Etudes et recherches,285000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6233,Foires et expositions,831427.78
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,854147.03
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,301000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2317,Immobilisations en cours reçues au titre d'une mise à disposition,5271037.06
2018,BP,D,Réel,Investissement,902,Enseignement,223,Lycées privés,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",3835591.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,23,Enseignement supérieur,65738,Subventions de fonctionnement aux organismes publics divers,426837.67
2018,BP,D,Réel,Investissement,902,Enseignement,223,Lycées privés,20422,Subv° équip versées pers dt privé - Bâtiments et installations,18523000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2313,Constructions en cours,135000.0
2018,BP,D,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,204112,Subv° équip versées Etat - Bâtiments et installations,1076711.13
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",11699504.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,21841,Matériel de bureau et mobilier scolaires,505852.37
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6574,Subventions de fonctionnement aux personnes de droit privé,17284262.18
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,2111,Terrains nus,26000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6281,Concours divers (cotisations..),12000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6338,"Autres impôts, taxes et versements assimilés sur rémunérations",180000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,65732,Subventions de fonctionnement aux Régions,5000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,23,Enseignement supérieur,6574,Subventions de fonctionnement aux personnes de droit privé,38000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,6185,Frais de colloques et de séminaires,100000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,678,Autres charges exceptionnelles,4000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6574,Subventions de fonctionnement aux personnes de droit privé,1930470.93
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6331,Versement de transport,460000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6228,Diverses rémunérations d'intermédiaires et honoraires,115000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6574,Subventions de fonctionnement aux personnes de droit privé,3847352.59
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6238,"Diverses publicité, publications,relations publiques",40000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,6518,Autres aides à la personne,5775950.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,223,Lycées privés,6574,Subventions de fonctionnement aux personnes de droit privé,1512127.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,65738,Subventions de fonctionnement aux organismes publics divers,2333950.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6454,Cotisations aux A.S.S.E.D.I.C.,740000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6236,"Catalogues, imprimés et publications",16678.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,64111,Traitement,45475000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6568,Autres participations,40160244.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,65734,Subventions de fonctionnement aux Communes et structures intercommunales,115000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804151,"Amortissement des subventions d'équipement versées autres gpmts de coll et EPL - Mobiliers, matériel et études",1,Non Ventilable,1000000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6574,Subventions de fonctionnement aux personnes de droit privé,658185.21
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28041721,"Amortissement des subventions d'équipement versées RFF - Mobiliers, matériel et études",1,Non Ventilable,1500000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6226,Honoraires,667.33
