code,libelle,etat,insee_commune,nom_commune,mo_raison_sociale,x,y,precision_coord,categorie,puissance_maximum,productible_moyen,debit,coef_energetique,nb_turbines,type_turbine,titre,date_echeance_titre,hauteur_de_chute
9004001,Centrale d'Albies,EXPL,9004,Albiès,ENERGIE ELECTRIQUE DE PALOUMA,593335.0,6187410.0,0,Ouvrage fonctionnant au fil de l'eau,1.888,3127132.0,,,,,Autorisée,2024-08-04,10.69
9014001,MOULIN DE ROQUES,EXPL,9014,Argein,SARL DU MOULIN DE ROQUES,535762.0,6205450.0,0,Ouvrage fonctionnant au fil de l'eau,0.13,228122.0,,,,,,,4.7
9015001,Centrale d'Arignac,EXPL,9015,Arignac,MOULIN D'ARIGNAC,585909.0,6197060.0,0,Ouvrage fonctionnant au fil de l'eau,,346776.0,,,,,,,13.6
9015002,Moulin de la Calviere,EXPL,9015,Arignac,SNC CALVIERE,585010.0,6198010.0,0,Ouvrage fonctionnant au fil de l'eau,,531075.0,,,,,,,12.0
9018001,ARROUT,EXPL,9018,Arrout,DEPARTEMENT DE L'ARIEGE,539348.0,6206780.0,0,Ouvrage fonctionnant au fil de l'eau,0.8,2675187.0,6.6,"0,041000",2.0,Francis,Autorisée,1994-10-16,19.5
9024001,LAPARAN,EXPL,9024,Aston,ELECTRICITE DE FRANCE,590524.0,6179330.0,0,Ouvrage de type Lac,43.8,90662000.0,11.7,"0,983000",1.0,Francis,Concédée,2058-12-31,442.0
9024002,ASTON,EXPL,9024,Aston,ELECTRICITE DE FRANCE,591625.0,6187260.0,0,Ouvrage fonctionnant par éclusées,105.9,310564992.0,24.2,"1,160000",4.0,Pelton,Concédée,2023-12-31,519.8
9026001,Centrale DUPUY,EXPL,9026,Audressein,EURL MICROENERGIE,538565.06,6205544.0,0,Ouvrage fonctionnant au fil de l'eau,0.1,,6.0,,1.0,,Autorisée,2031-05-07,1.8
9030001,SOULCEM,EXPL,9030,Auzat,ELECTRICITE DE FRANCE,570972.0,6180270.0,0,Ouvrage de type Lac,26.2,46515200.0,7.0,"0,900000",1.0,Francis,Concédée,2060-12-31,410.6
9030002,BASSIES,EXPL,9030,Auzat,ELECTRICITE DE FRANCE,573359.0,6184240.0,0,Ouvrage de type Lac,3.0,14871933.0,0.8,"0,955000",1.0,Pelton,Concédée,1994-10-16,439.0
9030003,PRADIERES Basse Chute,EXPL,9030,Auzat,ELECTRICITE DE FRANCE,576195.0,6180610.0,0,Ouvrage de type Lac,10.0,18570532.0,3.4,"0,994000",1.0,Pelton,Concédée,2006-12-31,458.4
9030004,AUZAT,EXPL,9030,Auzat,ELECTRICITE DE FRANCE,575280.0,6185840.0,0,Ouvrage fonctionnant au fil de l'eau,52.2,158036928.0,16.3,"0,913000",2.0,Francis double,Concédée,1994-10-16,415.1
9030005,PRADIERES Haute Chute,EXPL,9030,Auzat,ELECTRICITE DE FRANCE,576209.0,6180610.0,0,Ouvrage de type Lac,23.3,51718200.0,5.1,"1,400000",2.0,Pelton,Concédée,2047-12-31,648.8
9032001,LE TEICH,EXPL,9032,Ax-les-Thermes,ELECTRICITE DE FRANCE,604979.0,6180570.0,0,Ouvrage fonctionnant par éclusées,6.1,22323800.0,9.0,"0,210000",1.0,Francis,Concédée,2017-12-31,93.8
9041001,Centrale de Labastide,EXPL,9041,La Bastide-du-Salat,COMPAGNIE PYRENEENNE HYDROELECTRIQUE,535691.9,6219462.0,0,Ouvrage fonctionnant au fil de l'eau,0.968,2431058.0,33.0,,,,Autorisée,2008-07-27,2.99
9045001,LES ESPINASSIERES,EXPL,9045,Bédeilhac-et-Aynat,DU SAURAT,582326.0,6198500.0,0,Ouvrage fonctionnant au fil de l'eau,0.178,521973.0,,,,,,,
9047001,BELOT,EXPL,9047,Bélesta,SARL HERREROS HYDROELECTRICITE,612857.0,6200880.0,0,Ouvrage fonctionnant au fil de l'eau,0.188,261373.0,,,,,,,5.5
9047002,LA FORGE,EXPL,9047,Bélesta,SARL LA FORGE,612583.0,6200700.0,0,Ouvrage fonctionnant au fil de l'eau,0.11,221270.0,,,,,,,6.0
9049001,CENTRALE DE GAYNES,EXPL,9049,Bénac,DH ENERGIES,580106.0,6208350.0,0,Ouvrage fonctionnant au fil de l'eau,0.103,26778.0,,,,,,,
9050001,Centrale de Guilhot,EXPL,9050,Benagues,SOCIETE HYDROELECTRIQUE DE LA MOYENNE ARIEGE,587539.0,6220820.0,0,Ouvrage fonctionnant au fil de l'eau,3.255,9803111.0,33.0,,,,Autorisée,2025-10-27,10.5
9060001,PEBERNAT,EXPL,9060,Bonnac,ELECTRICITE DE FRANCE,585538.0,6231120.0,0,Ouvrage fonctionnant au fil de l'eau,8.0,38358600.0,50.0,"0,050000",2.0,Kaplan,Concédée,2025-12-31,21.3
9062001,BORDES,EXPL,9062,Bordes-Uchentein,ELECTRICITE DE FRANCE,538887.0,6201470.0,0,Ouvrage fonctionnant au fil de l'eau,9.0,39159400.0,8.0,"0,277000",2.0,Francis,Concédée,2025-12-31,140.0
9070001,PONT DE VERDUN,HORS,9070,Les Cabannes,ELECTRICITE DE FRANCE,592619.0,6188600.0,0,Ouvrage fonctionnant au fil de l'eau,0.1,300000.0,3.5,"0,007000",1.0,Kaplan,Autorisée,1994-10-16,4.9
9070002,Centrale du Foussat,EXPL,9070,Les Cabannes,EXPLOITATION GESTION D'ENERGIES RENOUVELABLES PYRENEENNES,593035.0,6187750.0,0,Ouvrage fonctionnant au fil de l'eau,,1321888.0,,,,,,,4.0
9085001,Centrale de Castillon,EXPL,9026,Audressein,PYRENEES HYDRO,538852.0,6203660.0,0,Ouvrage fonctionnant par éclusées,3.3,12553370.0,,,,,Concédée (autorisable),,43.5
9096001,CHATEAU VERDUN,EXPL,9096,Château-Verdun,CENTRALE HYDROELECTRIQUE DE CHATEAU VERDUN,591617.0,6187780.0,0,Ouvrage fonctionnant au fil de l'eau,4.414,12688303.0,,,,,,,30.0
9100001,SALAU,HORS,9100,Couflens,ELECTRICITE DE FRANCE,551691.0,6185880.0,0,,,,,,,,,,113.0
9103001,Centrale de Crampagna,EXPL,9103,Crampagna,SOCIETE HYDROELECTRIQUE DE LA MOYENNE ARIEGE,586282.0,6215560.0,0,Ouvrage fonctionnant au fil de l'eau,1.692,6405632.0,28.0,,,,Autorisée,2025-10-13,6.0
9111001,Centrale des Papeteries Leon Martin,EXPL,9111,Engomer,PAPETERIES LEON MARTIN,542054.0,6207250.0,0,Ouvrage fonctionnant au fil de l'eau,0.36,1642311.0,4.6,,,,Autorisée,,8.0
9113001,ERCE,EXPL,9113,Ercé,DEPARTEMENT DE L'ARIEGE,560410.0,6194140.0,0,Ouvrage fonctionnant au fil de l'eau,0.2,1147219.0,0.7,"0,010000",1.0,Francis,Autorisée,1994-10-16,53.5
9119001,Usine de la Moulasse,EXPL,9119,Eycheil,ARIEGE ENERGIES NOUVELLES,550658.0,6208900.0,0,Ouvrage fonctionnant au fil de l'eau,,,,,,,Autorisée,,3.8
9119002,LES PORTES DE FER,OCCA,9119,Eycheil,S.A.R.L. LA PORTE DE FER,551034.0,6208100.0,0,Ouvrage fonctionnant au fil de l'eau,0.48,,,,,,,,
9121001,FERRIERES,EXPL,9121,Ferrières-sur-Ariège,ELECTRICITE DE FRANCE,587088.0,6204990.0,0,Ouvrage fonctionnant par éclusées,38.0,135397600.0,72.9,"0,070000",3.0,Francis,Concédée,2060-12-31,68.1
9122001,MOULIN DE FOIX,EXPL,9122,Foix,ELECTRICITE DE FRANCE,586661.0,6207860.0,0,Ouvrage fonctionnant au fil de l'eau,1.236,2130000.0,28.0,,2.0,Kaplan,Autorisée,,4.5
9122002,LABARRE,EXPL,9122,Foix,ELECTRICITE DE FRANCE,586904.0,6211750.0,0,Ouvrage fonctionnant au fil de l'eau,4.7,22608132.0,59.0,"0,024000",1.0,Kaplan,Concédée,2021-12-31,14.7
9122003,Centrale de Ruffie,EXPL,9122,Foix,TOURNO QUANT PLAOU,584673.0,6207620.0,0,Ouvrage fonctionnant au fil de l'eau,,753042.0,,,,,,,10.0
9122004,CHUTE DE MOULINERY,EXPL,9122,Foix,SARL FOURNIE DU MOULINERY,585088.0,6207870.0,0,Ouvrage fonctionnant au fil de l'eau,0.186,330111.0,,,,,,,
9128001,Moulin de Gajan,EXPL,9128,Gajan,SNC DUMONT INVESTISSEMENT,546477.0,6215240.0,0,Ouvrage fonctionnant au fil de l'eau,0.653,2124333.0,,,,,Autorisée,2026-01-24,3.0
9139001,HOSPITALET Basse Chute,EXPL,9139,L'Hospitalet-près-l'Andorre,ELECTRICITE DE FRANCE,601112.0,6166120.0,0,Ouvrage de type Lac,14.1,5736467.0,3.27,"1,230000",1.0,Pelton,Concédée,2040-12-31,545.1
9139002,HOSPITALET Haute Chute,EXPL,9139,L'Hospitalet-près-l'Andorre,ELECTRICITE DE FRANCE,601116.0,6166120.0,0,Ouvrage de type Lac,93.3,71879000.0,,,,,Concédée,,769.0
9141001,ILLARTEIN,EXPL,9141,Illartein,EURL CAZALE,533719.0,6206370.0,0,Ouvrage fonctionnant au fil de l'eau,0.118,271349.0,,,,,,,
9148001,Centrale de Lacave,EXPL,9148,Lacave,SOCIETE HYDROELECTRIQUE DE LACAVE,536537.0,6217650.0,0,Ouvrage fonctionnant au fil de l'eau,0.874,2161513.0,,,,,Autorisée,2028-09-24,2.6
9149001,LACOURT,EXPL,9149,Lacourt,ELECTRICITE DE FRANCE,551009.0,6205980.0,0,Ouvrage fonctionnant au fil de l'eau,3.6,17541468.0,17.0,"0,059000",2.0,Francis,Concédée,2005-12-31,35.3
9149002,MOULIN DE MOURLASSE,EXPL,9149,Lacourt,MOULIN DE MOURLASSE,550945.0,6206510.0,0,Ouvrage fonctionnant au fil de l'eau,1.126,,22.5,,,,Autorisée,2037-10-26,5.1
9165001,CHUTE DE CAMP REDON,EXPL,9165,Lesparrou,MICRO CENTRALE DE CAMPREDON,610224.0,6205400.0,0,Ouvrage fonctionnant au fil de l'eau,0.37,317617.0,,,,,,,7.5
9176001,Centrale La Forge,EXPL,9176,Luzenac,ENERGIE ELECTRIQUE DE PALOUMA,598098.0,6185820.0,0,Ouvrage fonctionnant au fil de l'eau,1.532,1639489.0,,,,,,2026-01-25,9.95
9182001,Centrale Le Port,EXPL,9231,Le Port,COMPAGNIE PYRENEENNE HYDROELECTRIQUE,566941.2,6197555.5,0,Ouvrage fonctionnant au fil de l'eau,0.8,3468631.0,,,,,Autorisée,2037-12-31,138.0
9185001,Centrale Municipale de Mazeres Village,EXPL,9185,Mazères,REGIE MUNICIPALE D'ELECTRICITE DE MAZERES,592577.0,6240340.0,0,Ouvrage fonctionnant au fil de l'eau,0.413,870759.0,,,,,,,3.5
9188001,FERRIERES (Groupe de Restitution),EXPL,9188,Mercus-Garrabet,ELECTRICITE DE FRANCE,588051.0,6200300.0,0,Ouvrage fonctionnant au fil de l'eau,0.5,3697000.0,,,,,,,32.0
9189001,MERENS,EXPL,9189,Mérens-les-Vals,ELECTRICITE DE FRANCE,604031.0,6172170.0,0,Ouvrage de type Lac,42.0,67844736.0,83.0,"0,695000",2.0,Pelton,Concédée,2040-12-31,327.9
9200001,Usine de Montbel amont,EXPL,9200,Montbel,I.I.A. DU BARRAGE DE MONTBEL,614270.0,6208010.0,0,Ouvrage fonctionnant au fil de l'eau,0.6,524641.0,6.0,,,,,,9.0
9200002,Usine de Montbel aval (barrage),EXPL,9200,Montbel,I.I.A. DU BARRAGE DE MONTBEL,615042.0,6211200.0,0,Ouvrage fonctionnant au fil de l'eau,,1758000.0,,,,,,,30.0
9206001,Centrale des Talcs,EXPL,9206,Montferrier,S.N.C. LES TALCS,601842.0,6200640.0,0,Ouvrage fonctionnant au fil de l'eau,0.24,698642.0,,,,,,,18.0
9206002,Centrale Peyregade,EXPL,9206,Montferrier,PROLEC,598637.0,6197810.0,0,Ouvrage fonctionnant au fil de l'eau,,1548126.0,,,,,,,45.0
9206003,Centrale Moulinette,EXPL,9206,Montferrier,PROLEC,600333.0,6199800.0,0,Ouvrage fonctionnant au fil de l'eau,0.3,1056555.0,,,,,,,29.0
9206004,CHUTE DE CARRIAL,EXPL,9206,Montferrier,S.A.R.L. LES FORGES DE GAYNES,600893.0,6199970.0,0,Ouvrage fonctionnant au fil de l'eau,0.098,,,,,,,,0.0
9206006,FOUNT SICRE,EXPL,9206,Montferrier,PRODUCTION D'ELECTRICITE DU PAYS D'OLMES,601295.0,6200120.0,0,Ouvrage fonctionnant au fil de l'eau,0.095,164224.0,,,,,Autorisée,,4.86
9206007,FRUITIERE,EXPL,9206,Montferrier,S.A.R.L. LES FORGES DE GAYNES,600661.0,6199920.0,0,Ouvrage fonctionnant au fil de l'eau,0.075,,,,,,,,4.0
9206008,GARROS,EXPL,9206,Montferrier,SARL HERREROS HYDROELECTRICITE,601437.0,6200270.0,0,Ouvrage fonctionnant au fil de l'eau,0.25,489920.0,,,,,,,12.7
9206009,Chute de Manon,EXPL,9206,Montferrier,E.U.R.L. DE MANON,602355.0,6200850.0,0,Ouvrage fonctionnant au fil de l'eau,,662228.0,,,,,,,8.6
9207001,Centrale de Tramezaygues,EXPL,9121,Ferrières-sur-Ariège,S.A. CALYPSO,587360.0,6205760.0,0,Ouvrage fonctionnant au fil de l'eau,1.5,5115347.0,,,,,,,3.6
9213001,MINOTERIE DE MOULIN NEUF,EXPL,9213,Moulin-Neuf,S.A.R.L. CLERCY HYDRO ELECTRIC,613924.0,6219840.0,0,Ouvrage fonctionnant au fil de l'eau,0.13,,,,,,,,5.46
9214001,Moulin de Luzenac,EXPL,9214,Moulis,SARL DE LUZENAC,543299.0,6207790.0,0,Ouvrage fonctionnant au fil de l'eau,1.532,1347891.0,,,,,Autorisée,2024-08-04,4.6
9217001,FORGES DE NIAUX,HORS,9217,Niaux,FORGES DE NIAUX,584548.0,6192220.0,0,Ouvrage fonctionnant au fil de l'eau,0.185,,,,,,,,
9218001,ORGEIX,EXPL,9218,Orgeix,ELECTRICITE DE FRANCE,606839.0,6179640.0,0,Ouvrage fonctionnant par éclusées,5.53,20000000.0,2.7,"0,530000",2.0,Pelton,Concédée,2021-12-31,264.0
9219001,AUGISTROU,EXPL,9219,Orgibet,SOCIETE CIVILE IMMOBILIERE ROBIN'S,532133.0,6205840.0,0,Ouvrage fonctionnant au fil de l'eau,0.176,,,,,,,,
9220001,ORLU,EXPL,9220,Orlu,ELECTRICITE DE FRANCE,610678.0,6177230.0,0,Ouvrage de type Lac,88.6,95205936.0,11.0,"2,200000",2.0,Pelton,Concédée,2035-12-31,972.9
9223001,LE BOCARD,EXPL,9223,Oust,SARL LE BOCARD,555464.0,6197560.0,0,Ouvrage fonctionnant au fil de l'eau,0.12,,,,,,,,4.5
9228001,CASTELET,EXPL,9228,Perles-et-Castelet,ELECTRICITE DE FRANCE,600714.0,6183140.0,0,Ouvrage fonctionnant au fil de l'eau,2.4,7118667.0,14.0,"0,056000",4.0,Francis,Autorisée,1994-10-16,31.0
9235001,Moulin Aragon,EXPL,9235,Prat-Bonrepaux,MOULIN DES ILLES,539271.0,6217650.0,0,Ouvrage fonctionnant au fil de l'eau,0.392,1782852.0,20.0,,,,Autorisée,2036-02-20,2.0
9235002,Usine De Bonrepaux,EXPL,9235,Prat-Bonrepaux,S.A.R.L. EXPL. DE L'USINE DE BONREPAUX,540014.0,6217490.0,0,Ouvrage fonctionnant au fil de l'eau,0.46,1860025.0,,,,,,,3.4
9240001,SABART,EXPL,9240,Quié,ELECTRICITE DE FRANCE,585410.0,6193910.0,0,Ouvrage fonctionnant au fil de l'eau,29.0,129692200.0,17.0,"0,495000",2.0,Pelton,Concédée,2004-12-31,227.3
9241001,Centrale La Farge,EXPL,9136,Gourbit,S.A.S. LA FARGE,578647.0,6194990.0,0,Ouvrage fonctionnant par éclusées,0.8,3222299.0,,,,,Concédée (autorisable),2028-12-31,105.0
9241002,Moulin de Lour,EXPL,9241,Rabat-les-Trois-Seigneurs,BABY LASSERE SOLANGE,581580.0,6196010.0,0,Ouvrage fonctionnant au fil de l'eau,,1147018.0,,,,,,,21.0
9241003,Centrale La Freyte,EXPL,9241,Rabat-les-Trois-Seigneurs,SEFIREG SA,580478.0,6195630.0,0,Ouvrage fonctionnant par éclusées,1.145,3900119.0,1.5,,,,Concédée (autorisable),2028-12-31,85.0
9245001,Centrale de Las Mijanes,EXPL,9245,Rieux-de-Pelleport,SOCIETE HYDROELECTRIQUE DE LA MOYENNE ARIEGE,587505.0,6219140.0,0,Ouvrage fonctionnant au fil de l'eau,1.7,6098012.0,,,,,,,4.8
9261001,Centrale Paletes,EXPL,9261,Saint-Girons,FORCES MOTRICES DE PALETES,549969.0,6210040.0,0,Ouvrage fonctionnant au fil de l'eau,,2887273.0,,,,,,,5.2
9261002,Centrale de Ledar,EXPL,9261,Saint-Girons,PYRENEES HYDRO,547359.0,6210660.0,0,Ouvrage fonctionnant par éclusées,3.0,13909903.0,,,,,Concédée (autorisable),,36.85
9261003,Centrale Martinet,EXPL,9261,Saint-Girons,SARL LA CENTRALE DU MARTINET,547692.0,6211140.0,0,Ouvrage fonctionnant au fil de l'eau,0.24,930787.0,,,,,,,3.0
9261004,Centrale L'Arial (aval),EXPL,9261,Saint-Girons,FORCES HYDROELECTRIQUES DE L'ARIAL,548820.0,6210500.0,0,Ouvrage fonctionnant au fil de l'eau,0.283,,17.0,,,,,,1.7
9261005,Centrale de l'Arial amont,EXPL,9261,Saint-Girons,4EME MITAN,548850.0,6210370.0,0,Ouvrage fonctionnant au fil de l'eau,0.169,,10.0,,,,Autorisée,,1.72
9264001,Centrale de la Societe du Vieux Moulin,EXPL,9264,Saint-Jean-de-Verges,SOCIETE DU VIEUX MOULIN,586553.0,6213590.0,0,Ouvrage fonctionnant au fil de l'eau,0.441,2942225.0,,,,,Autorisée,2013-12-24,4.2
9267001,BUSCARECH,EXPL,9267,Saint-Lary,ESTAQUE Gilberte,527755.0,6205380.0,0,Ouvrage fonctionnant au fil de l'eau,0.098,361264.0,,,,,,,
9268001,Centrale de Tondut,EXPL,9268,Saint-Lizier,COMPAGNIE PYRENEENNE HYDROELECTRIQUE,547858.56,6212957.5,0,Ouvrage fonctionnant au fil de l'eau,0.63,3026831.0,25.8,,,,Autorisée et fondée en titre,,4.05
9268002,Usine du Pont du Baup,EXPL,9268,Saint-Lizier,SARL FAGELEC,548372.0,6211940.0,0,Ouvrage fonctionnant au fil de l'eau,0.12,508739.0,,,,,,,1.0
9268003,Centrale Amont de Saint-Lizier,EXPL,9268,Saint-Lizier,COMPAGNIE PYRENEENNE HYDROELECTRIQUE,547937.0,6212693.0,0,Ouvrage fonctionnant au fil de l'eau,1.04,,28.0,,,,Autorisée,2038-10-13,3.8
9282001,Centrales regie municipale Saverdun,EXPL,9282,Saverdun,REGIE MUNICIPALE D'ELECTRICITE,584288.0,6238440.0,0,Ouvrage fonctionnant au fil de l'eau,,3116953.0,,,,,,,3.0
9282002,Usine du moulin,EXPL,9282,Saverdun,REGIE MUNICIPALE D'ELECTRICITE,584317.0,6238520.0,0,Ouvrage fonctionnant au fil de l'eau,,775712.0,,,,,,,2.8
9285001,Centrale de L'Arros,EXPL,9285,Seix,SOCIETE HYDRO ELECTRIQUE DE L'ARROS,548702.0,6193710.0,0,Ouvrage fonctionnant au fil de l'eau,0.5,1905228.0,,,,,,,200.0
9285002,Centrale d'Estours,EXPL,9285,Seix,JACQUES TARRENE INVESTISSEMENTS,548916.0,6193740.0,0,Ouvrage fonctionnant au fil de l'eau,,9262310.0,,,,,,,107.6
9285003,Moulin Lauga,EXPL,9285,Seix,S.A.R.L. VEREL,551723.0,6195420.0,0,Ouvrage fonctionnant au fil de l'eau,,634281.0,,,,,,,9.0
9289001,Centrale de Pourlande,EXPL,9268,Saint-Lizier,SNC DUMONT INVESTISSEMENT,547535.0,6213440.0,0,Ouvrage fonctionnant au fil de l'eau,,1109938.0,,,,,,,3.8
9289002,Centrale de Lorp,EXPL,9289,Lorp-Sentaraille,SNC DUMONT INVESTISSEMENT,547070.0,6214190.0,0,Ouvrage fonctionnant au fil de l'eau,,974400.0,,,,,,,4.0
9290001,BOCARD,EXPL,9290,Sentein,ELECTRICITE DE FRANCE,531240.0,6195790.0,0,Ouvrage fonctionnant au fil de l'eau,0.3,1553667.0,0.5,"0,270000",1.0,,Autorisée,1994-10-16,129.4
9290002,EYLIE,EXPL,9290,Sentein,ELECTRICITE DE FRANCE,531287.0,6194940.0,0,Ouvrage de type Lac,37.3,30410668.0,3.6,"2,220000",3.0,Pelton,Concédée,2010-12-31,1045.5
9295001,Centrale de Sabaneich,EXPL,9295,Siguer,CC DE LA HAUTE ARIEGE REGIE SABANEICH EXPLOITATION CENTRALE,582590.0,6184720.0,0,Ouvrage fonctionnant au fil de l'eau,1.65,4050634.0,0.4,,,,Autorisée,2026-01-18,410.0
9296001,Centrale de Sinsat,EXPL,9296,Aulos-Sinsat,SOC AMENA FORCE HYDRO CONFL ARIEGE AST,590434.0,6189890.0,0,Ouvrage fonctionnant au fil de l'eau,1.15,5253275.0,,,,,Concédée,2028-12-31,11.0
9299001,Centrale La Claire,EXPL,9299,Soueix-Rogalle,S.A.S. C.H LA CLAIRE,554031.0,6201100.0,0,Ouvrage fonctionnant au fil de l'eau,,1524068.0,,,,,,,4.58
9302001,Moulin de Matche,EXPL,9334,Val-de-Sos,SNC MATCHE,575725.0,6187560.0,0,Ouvrage fonctionnant au fil de l'eau,0.8,2111539.0,,,,,,,57.0
9303001,PISCICULTURE DES CASCADES,OCCA,9306,Tarascon-sur-Ariège,PISCICULTURE DE LA COURBIERE,584035.0,6196120.0,0,,,,,,,,,,
9306001,Centrale de Lacombe,EXPL,9306,Tarascon-sur-Ariège,SOC. EXPLOITATION DU BARRAGE DE LACOMBE,583822.0,6196230.0,0,Ouvrage fonctionnant au fil de l'eau,0.2,942984.0,,,,,,,20.5
9306002,Centrale du Saut du Teil,EXPL,9306,Tarascon-sur-Ariège,REGIE MUNICIPALE D'ELECTRICITE DE TARASCON SUR ARIEGE,585186.0,6193810.0,0,Ouvrage fonctionnant au fil de l'eau,0.7,3305731.0,,,,,,,30.0
9306003,Centrale St Quitterie,EXPL,9306,Tarascon-sur-Ariège,REGIE MUNICIPALE D'ELECTRICITE DE TARASCON SUR ARIEGE,585755.0,6194260.0,0,Ouvrage fonctionnant au fil de l'eau,,2244327.0,,,,,,,9.0
9307001,Centrale de Roquelaure,EXPL,9307,Taurignan-Castet,S.A.R.L. CENTRALE HYDROELECTRIQUE DE ROQUELAURE,544967.0,6217160.0,0,Ouvrage fonctionnant au fil de l'eau,,2139962.0,,,,,,,2.7
9320001,Centrale D'Urs,EXPL,9320,Urs,ENERGIE ELECTRIQUE DE PALOUMA,596110.0,6186840.0,0,Ouvrage fonctionnant au fil de l'eau,0.58,731538.0,11.5,,,,Autorisée,2024-08-04,5.19
9322001,SAINT-LIZIER D'USTOU,EXPL,9322,Ustou,SOCIETE ELECTRIQUE DE SERAC,558248.0,6190240.0,0,Ouvrage fonctionnant au fil de l'eau,0.486,1388176.0,,,,,,,3.0
9324001,Centrale de Las Rives,EXPL,9324,Varilhes,SOCIETE HYDROELECTRIQUE DE LA MOYENNE ARIEGE,587266.0,6216340.0,0,Ouvrage fonctionnant au fil de l'eau,2.4,8597706.0,,,,,,2025-10-27,6.1
9334001,Centrale Le Goulier,EXPL,9334,Val-de-Sos,COMMUNE DE VAL-DE-SOS REGIE MUNICIPALE ELECTRICITE,576617.0,6186380.0,0,Ouvrage fonctionnant au fil de l'eau,0.8,2087301.0,15.0,,2.0,Pelton,Concédée (autorisable),2004-12-31,290.0
11033001,Centrale du Bosquet,EXPL,11033,Belpech,MOULIN DU BOSQUET,597173.0,6234100.0,0,Ouvrage fonctionnant au fil de l'eau,,1207189.0,,,,,,,4.0
12006001,ALRANCE,EXPL,12006,Alrance,ELECTRICITE DE FRANCE,675209.0,6335980.0,0,Ouvrage de type Lac,19.02,15000200.0,24.3,"0,138000",1.0,Francis,Concédée,2027-12-31,79.8
12024001,Moulin de Paraire,EXPL,12024,Belcastel,CAYLA CLAUDE,646411.0,6365330.0,0,Ouvrage fonctionnant au fil de l'eau,0.15,292732.0,,,,,,,2.4
12027001,Centrale Coudoustrine,EXPL,12027,Bessuéjouls,MINOTERIE DE COUDOUSTRINES,678739.0,6381310.0,0,Ouvrage fonctionnant au fil de l'eau,0.15,843327.0,6.0,,,,,,2.3
12028001,Centrale de Penchot,EXPL,12130,Livinhac-le-Haut,MICRO CENTRALE DE PENCHOT,636671.0,6388000.0,0,Ouvrage fonctionnant au fil de l'eau,3.826,7591581.0,120.0,,,,Autorisée,,3.15
12029001,Moulin de la Vicasse,EXPL,12029,Bor-et-Bar,SICAE DU CARMAUSIN,626660.0,6343020.0,0,Ouvrage fonctionnant au fil de l'eau,0.444,1018804.0,,,,,,,3.0
12035001,LA CROUX,EXPL,12035,Brasc,ELECTRICITE DE FRANCE,662320.0,6320250.0,0,Ouvrage fonctionnant par éclusées,16.6,43717400.0,160.0,"0,032000",3.0,Kaplan horizont. & bulbe à pâles mobiles,Concédée,2059-12-31,13.8
12036001,SARRANS,EXPL,12036,Brommat,ELECTRICITE DE FRANCE,679453.0,6414430.0,0,Ouvrage de type Lac,183.0,219321136.0,240.0,"0,208000",5.0,Francis,Concédée,2009-12-31,89.0
12036002,BROMMAT,EXPL,12036,Brommat,ELECTRICITE DE FRANCE,674923.0,6407690.0,0,Ouvrage de type Lac,416.1,749111424.0,200.0,"0,540000",8.0,Francis,Concédée,2009-12-31,268.5
12036003,Microcentrale du Rat,EXPL,12036,Brommat,SARL DU MOULIN DU RAT,675153.0,6413460.0,0,Ouvrage fonctionnant au fil de l'eau,0.275,146122.0,,,,,,,4.0
12037001,LA JOURDANIE,EXPL,12037,Broquiès,ELECTRICITE DE FRANCE,676995.0,6324360.0,0,Ouvrage fonctionnant par éclusées,16.2,41084068.0,158.0,"0,024000",4.0,Kaplan,Concédée,2005-12-31,15.8
12038001,Moulin du Tarn,EXPL,12038,Brousse-le-Château,SARL DU MOULIN DU TARN,669952.0,6321910.0,0,Ouvrage fonctionnant au fil de l'eau,3.575,9093408.0,46.0,,,,Autorisée,,3.5
12039001,Moulin Brusque,EXPL,12039,Brusque,SOCIETE A ET A,695965.0,6296480.0,0,Ouvrage fonctionnant au fil de l'eau,0.079,,,,,,,,
12039002,"Moulin de Cros, ou de la Beaume",EXPL,12039,Brusque,A ET A,696050.0,6296030.0,0,Ouvrage fonctionnant au fil de l'eau,0.118,136843.0,,,,,,,
12042001,Moulin de Soulayrol,EXPL,12042,Calmels-et-le-Viala,SARL SOLEYROL,680313.0,6316710.0,0,Ouvrage fonctionnant au fil de l'eau,0.495,1114817.0,,,,,,,3.5
12044001,Moulin de Camarès,EXPL,12044,Camarès,HYDRO CAMARES,690351.0,6302360.0,0,Ouvrage fonctionnant au fil de l'eau,0.148,437592.0,,,,,,,5.4
12048001,LARDIT,EXPL,12048,Campouriez,ELECTRICITE DE FRANCE,666956.0,6396000.0,0,Ouvrage de type Lac,51.21,93450200.0,15.0,"0,757000",3.0,Francis,Concédée,2021-12-31,352.0
12052001,Centrale Arelles,EXPL,12052,Capdenac-Gare,ARELLES HYDRO ET COMPAGNIE,623443.0,6385290.0,0,Ouvrage fonctionnant au fil de l'eau,1.3,3560147.0,,,,,,,2.3
12061001,CASTELNAU-LASSOUTS,EXPL,12061,Castelnau-de-Mandailles,ELECTRICITE DE FRANCE,689984.0,6378480.0,0,Ouvrage fonctionnant par éclusées,41.1,66921716.0,97.0,"0,120000",4.0,Francis,Concédée,2023-12-31,49.9
