exercice,d_r,i_f,ordre_o_n,code_chapitre,libelle_chapitre,code_ss_fonction,libelle_ss_fonction,code_article,libelle_article,montant
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6068,AUTRES MATIERES ET FOURNITURES,110276.09
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,324,Entretien du Patrimoine culturel,6156,MAINTENANCE,554.44
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,324,Entretien du Patrimoine culturel,6182,DOCUMENTATION GENERALE ET TECHNIQUE,224.1
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6135,LOCATIONS MOBILIERES,29926.52
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6255,FRAIS DE DEMENAGEMENT,2663.49
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6257,RECEPTIONS,5234.03
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6135,LOCATIONS MOBILIERES,9760.94
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6251,VOYAGES ET DEPLACEMENTS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",301.65
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6064,FOURNITURES ADMINISTRATIVES,35298.89
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",1471.61
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,64831,C.P.A. - INDEMNITES AUX AGENTS,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,6488,AUTRES CHARGES DE PERSONNEL,233314.7
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",64136,PERSONNEL NON TITULAIRE - INDEMNITES PREAVIS ET LICENCIEMENT,4230.82
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",386720.24
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6488,AUTRES CHARGES DE PERSONNEL,38000.06
2012,R,I,N,24,PRODUIT DES CESSIONS D'IMMMOBILISATIONS,20,Administration générale de la collectivité,24,PRODUIT DES CESSIONS D'IMMMOBILISATIONS,0.0
2012,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,192,PLUS OU MOINS VALUES SUR CESSIONS D'IMMOBILISATIONS,1206045.58
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28033,AMORT. DES FRAIS D'INSERTION,2503.93
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804162,AMORT. SUBV. EQPT ORG. PUB. ETABLIS ET SERV. RATTACHES -CCAS,0.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2115,TERRAINS BATIS,49011.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2138,AUTRES CONSTRUCTIONS,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,823,Espaces verts urbains,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,0.0
2012,R,I,N,16,EMPRUNTS &  DETTES ASSIMILEES,1,Services généraux opérations non ventilables,1641,EMPRUNTS EN EUROS,20318500.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,820,Aménagements urbains - services communs,2031,FRAIS D'ETUDES,161981.68
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,48,Autres actions de coopération décentralisée,204181,"SUBV. EQPT AUTRES ORG. PUBLICS BIENS MOBILIERS, MAT & ETUDES",15000.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,20,Administration générale de la collectivité,21318,AUTRES BATIMENTS PUBLICS,3869.87
2012,R,I,N,21,IMMOBILISATIONS  CORPORELLES,33,Action culturelle,2132,IMMEUBLES DE RAPPORT,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,413,Piscines,2184,MOBILIER,7626.62
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,20,Administration générale de la collectivité,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",1015.68
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,33,Action culturelle,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",3246.04
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,91,Marchés et droits de place,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,24657.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",251,Hébergement et restauration scolaire,70875,REMBOURSEMENTS DE FRAIS PAR LES COMMUNES MEMBRES DU GFP,18315.58
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",823,Espaces verts urbains,7067,REDEV. & DROITS DES SERVICES PERI-SCOLAIRES & D'ENSEIGNEMENT,5400.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",823,Espaces verts urbains,70688,REDEVANCES & DROITS POUR AUTRES PRESTATIONS DE SERVICES,0.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,213,Classes regroupées,7488,AUTRES ATTRIBUTIONS ET PARTICIPATIONS,140.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,70,Logement - services communs,74718,AUTRES PARTICIPATIONS ETAT,1071.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,22,Administration générale de l'Etat,758,PRODUITS DIVERS DE GESTION COURANTE,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,6064,FOURNITURES ADMINISTRATIVES,29041.49
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6288,DIVERS - AUTRES SERVICES EXTERIEURS,2632.22
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,312,Culture - Arts plastiques et autres activités,6042,ACHATS DE PRESTATIONS DE SERVICES,1226.2
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6064,FOURNITURES ADMINISTRATIVES,188242.61
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,26,Cimetières et Pompes funèbres,6042,ACHATS DE PRESTATIONS DE SERVICES,53009.95
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,60623,ALIMENTATION,821.9
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,6233,FOIRES ET EXPOSITIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,6281,CONCOURS DIVERS (COTISATIONS),360.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6132,LOCATIONS IMMOBILIERES,2799.98
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6184,VERSEMENTS A DES ORGANISMES DE FORMATION,6000.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6281,CONCOURS DIVERS (COTISATIONS),2084.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60631,FOURNITURES D'ENTRETIEN,18896.96
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,60632,FOURNITURES DE PETIT EQUIPEMENT,358.8
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,70,Logement - services communs,6281,CONCOURS DIVERS (COTISATIONS),69799.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6185,FRAIS DE COLLOQUES ET SEMINAIRES,5638.26
2012,D,F,N,12,CHARGES DE PERSONNEL,33,Action culturelle,6218,AUTRE PERSONNEL EXTERIEUR,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",65856.44
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6332,COTISATIONS VERSEES AU F.N.A.L.,49624.55
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280417,AMORT. SUBV. EQPT ORG. PUB. - AUTRES ETABL. PUBLICS LOCAUX,0.0
2012,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,676,DIFFERENCES/REALISATIONS (+) TRANSF EN INVESTISST,4067073.24
2012,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,6811,DOTATIONS  AMORTISSEMENTS IMMO INCORPORELLES ET CORPORELLES,12949482.14
2012,D,I,N,16,EMPRUNTS ET DETTES ASSIMILEES,1,Services généraux opérations non ventilables,16449,OPERATIONS AFFERENTES A L'OPTION TIRAGE SUR LIGNE TRESORERIE,30432900.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,422,Autres activités pour les jeunes,2051,CONCESSIONS ET DROITS SIMILAIRES,58.6
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,322,Musées,20422,SUBV. EQPT PERSONNES DT PRIVE BATIMENTS ET INSTALLATIONS,189457.0
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,70,Logement - services communs,20422,SUBV. EQPT PERSONNES DT PRIVE BATIMENTS ET INSTALLATIONS,310548.5
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,20,Administration générale de la collectivité,2135,"INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGT CONSTRUCTIONS",73623.44
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,20,Administration générale de la collectivité,2182,MATERIEL DE TRANSPORT,1205395.2
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,23,"Information, communication, publicité",2188,AUTRES IMMOBILISATIONS CORPORELLES,25855.57
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,21,Administration générale assemblée locale,65372,COTISATIONS AU FONDS DE FINANCEMENT ALLOCATION FIN DE MANDAT,0.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,255,Autres enseignements,6542,CREANCES ETEINTES,1919.54
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",311,Culture - Expression musicale lyrique,7062,REDEVANCES ET DROITS DES SERVICES A CARACTERE CULTUREL,379207.3
2012,R,F,N,73,IMPOTS ET TAXES,1,Services généraux opérations non ventilables,7321,ATTRIBUTION DE COMPENSATION,44013342.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,322,Musées,7473,PARTICIPATIONS - DEPARTEMENTS,205807.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,26,Cimetières et Pompes funèbres,757,REDEVANCES VERSEES PAR FERMIERS & CONCESSIONNAIRES,179258.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,322,Musées,751,REDEVANCES POUR BREVETS DROITS ET VALEURS,192.26
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,414,Autres équipements sportifs ou de loisir,751,REDEVANCES POUR BREVETS DROITS ET VALEURS,0.0
2012,R,F,N,76,PRODUITS FINANCIERS,1,Services généraux opérations non ventilables,76232,REMBOURSEMENTS D'INTERETS D'EMPRUNTS TRANSFERES PAR GFP RATT,1548145.89
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,26,Cimetières et Pompes funèbres,60636,VETEMENTS DE TRAVAIL,3539.23
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",1250.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6247,TRANSPORTS COLLECTIFS,290.1
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,6156,MAINTENANCE,981.03
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,6283,FRAIS DE NETTOYAGE DES LOCAUX,90826.51
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,637,"AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (AUTRES ORGANISMES)",0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,60623,ALIMENTATION,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6281,CONCOURS DIVERS (COTISATIONS),2650.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6132,LOCATIONS IMMOBILIERES,600.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6244,TRANSPORTS ADMINISTRATIFS,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",6478,AUTRES CHARGES SOCIALES DIVERSES,1074.27
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6488,AUTRES CHARGES DE PERSONNEL,285240.39
2012,D,F,N,12,CHARGES DE PERSONNEL,40,Sports et Jeunesse - Services communs,6478,AUTRES CHARGES SOCIALES DIVERSES,15770.61
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,6331,VERSEMENT DE TRANSPORT,50829.34
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",61148.83
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6454,COTISATIONS AUX A.S.S.E.D.I.C.,4976.92
2012,R,F,N,13,ATTENUATION DE CHARGE,20,Administration générale de la collectivité,6459,REMBOURSEMENTS CHARGES SECURITE SOCIALE ET PREVOYANCE,380494.13
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,192,PLUS OU MOINS VALUES SUR CESSIONS D'IMMOBILISATIONS,4067073.24
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804151,AMORT. SUBV. EQPT ORG. PUB. - GTPS COLLEC.- GFP RATTACHEMENT,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804422,AMORT. SUBV. EQPT EN NAT. PERS. DT PRIVE BATIMENT,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28188,AMORT. - AUTRES IMMOBILISATIONS CORPORELLES,2721227.62
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,6000.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,823,Espaces verts urbains,1321,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT,0.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,311,Culture - Expression musicale lyrique,2031,FRAIS D'ETUDES,360097.94
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,40,Sports et Jeunesse - Services communs,20422,SUBV. EQPT PERSONNES DT PRIVE BATIMENTS ET INSTALLATIONS,70400.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,324,Entretien du Patrimoine culturel,2158,AUTRES INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUES,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,33,Action culturelle,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,77203.15
2012,D,I,N,23,IMMOBILISATIONS EN COURS,213,Classes regroupées,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,18315506.4
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,311,Culture - Expression musicale lyrique,6542,CREANCES ETEINTES,773.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,324,Entretien du Patrimoine culturel,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,548096.0
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,255,Autres enseignements,6718,AUTRES CHARGES EXCEPTIONNELLES SUR OPERATIONS DE GESTION,0.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,64,Crèches et garderies,7478,PARTICIPATIONS D'AUTRES ORGANISMES,10465854.56
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6251,VOYAGES ET DEPLACEMENTS,14272.12
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,324,Entretien du Patrimoine culturel,6135,LOCATIONS MOBILIERES,35596.07
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,60623,ALIMENTATION,584.11
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6331,VERSEMENT DE TRANSPORT,153666.54
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",229901.18
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",6488,AUTRES CHARGES DE PERSONNEL,34249.0
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,64131,PERSONNEL NON TITULAIRE - REMUNERATIONS,2107082.34
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6451,COTISATIONS A L'U.R.S.S.A.F.,3198173.39
2012,D,F,N,12,CHARGES DE PERSONNEL,33,Action culturelle,6488,AUTRES CHARGES DE PERSONNEL,390193.26
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,6332,COTISATIONS VERSEES AU F.N.A.L.,8282.79
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",33067.68
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,241090.97
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6453,COTISATIONS AUX CAISSES DE RETRAITE,253403.43
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,3474.88
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6453,COTISATIONS AUX CAISSES DE RETRAITE,2702420.66
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28158,"AMORT. AUTRES INSTALLATIONS, MATERIEL & OUTILLAGE TECHNIQUES",772023.56
2012,R,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,776,DIFFERENCES/REALISATIONS(+) REPRISES CPTE RESULTAT,1206045.58
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,823,Espaces verts urbains,1322,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS,17525.96
2012,D,I,N,16,EMPRUNTS ET DETTES ASSIMILEES,1,Services généraux opérations non ventilables,16818,AUTRES EMPRUNTS - AUTRES PRETEURS,138595.78
2012,R,I,N,16,EMPRUNTS &  DETTES ASSIMILEES,1,Services généraux opérations non ventilables,16818,AUTRES EMPRUNTS - AUTRES PRETEURS,271485.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6225,INDEMNITES AU COMPTABLE ET AUX REGISSEURS,13195.94
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6288,DIVERS - AUTRES SERVICES EXTERIEURS,553783.38
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6185,FRAIS DE COLLOQUES ET SEMINAIRES,1000.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,6247,TRANSPORTS COLLECTIFS,420.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,6358,"AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (ADM IMPOTS)",0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,112,Police Municipale,6068,AUTRES MATIERES ET FOURNITURES,2438.72
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,6241,TRANSPORT DE BIENS,3707.6
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,6281,CONCOURS DIVERS (COTISATIONS),52.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,251,Hébergement et restauration scolaire,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,2630.94
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6135,LOCATIONS MOBILIERES,13631.4
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6228,REMUNERATIONS D'INTERMEDIAIRES ET HONORAIRES- DIVERS,4564.64
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,312,Culture - Arts plastiques et autres activités,6237,PUBLICATIONS,11804.52
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,6042,ACHATS DE PRESTATIONS DE SERVICES,114819.02
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,6251,VOYAGES ET DEPLACEMENTS,7215.73
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6241,TRANSPORT DE BIENS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,617,ETUDES ET RECHERCHES,14800.5
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6231,ANNONCES ET INSERTIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",71594.16
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6042,ACHATS DE PRESTATIONS DE SERVICES,55700.02
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,60623,ALIMENTATION,1005.84
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6251,VOYAGES ET DEPLACEMENTS,192.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,255,Autres enseignements,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,664730.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,311,Culture - Expression musicale lyrique,6541,CREANCES ADMISES EN NON VALEUR,263.09
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",413,Piscines,70688,REDEVANCES & DROITS POUR AUTRES PRESTATIONS DE SERVICES,22141.5
2012,R,F,N,73,IMPOTS ET TAXES,1,Services généraux opérations non ventilables,7322,DOTATION DE SOLIDARITE COMMUNAUTAIRE,13488296.0
2012,R,F,N,73,IMPOTS ET TAXES,112,Police Municipale,7336,DROITS DE PLACE,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,60,Famille - Services communs,2184,MOBILIER,110045.76
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,26,Cimetières et Pompes funèbres,678,AUTRES CHARGES EXCEPTIONNELLES,525.57
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,422,Autres activités pour les jeunes,6714,BOURSES ET PRIX,39204.28
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",322,Musées,704,TRAVAUX,2638.52
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,213,Classes regroupées,758,PRODUITS DIVERS DE GESTION COURANTE,8541.75
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,213,Classes regroupées,773,MANDATS ANNULES (SUR EX.  ANTERIEURS) OU ATTEINTS DECHEANCE,534.45
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60624,PRODUITS DE TRAITEMENT,51092.6
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,60636,VETEMENTS DE TRAVAIL,6072.97
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",6216,PERSONNEL AFFECTE PAR LE GFP DE RATTACHEMENT,220651.58
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,54957.47
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,5775787.46
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,545435.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280422,AMORT. SUBV. EQPT AUX PERS. DROIT PRIVE -BAT & INSTALLATIONS,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,1323,SUBVENTIONS EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS,500000.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,20,Administration générale de la collectivité,2031,FRAIS D'ETUDES,329867.16
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,411,"Salles de sport, gymnases",2031,FRAIS D'ETUDES,29611.07
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,510,Santé - services communs,2051,CONCESSIONS ET DROITS SIMILAIRES,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,413,Piscines,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,4906.06
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,820,Aménagements urbains - services communs,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,2082.61
2012,D,I,N,23,IMMOBILISATIONS EN COURS,20,Administration générale de la collectivité,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,2434.14
2012,D,I,N,23,IMMOBILISATIONS EN COURS,213,Classes regroupées,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,0.0
2012,D,I,N,23,IMMOBILISATIONS EN COURS,213,Classes regroupées,238,AVANCES VERSEES SUR COMMANDES D IMMO. CORPORELLES EN COURS,65110.04
